"","Div","Date","HomeTeam","FTHG","FTR","HTHG","HTR","Referee","HS","HST","HF","HC","HY","HR","Passacc1","Aerialsuccess1","possession1","Tackle1"
"190","E0","24/02/18","Liverpool",4,"H",1,"H","S Attwell",21,12,7,8,0,0,86,53,68,27
"191","E0","5/11/2017","Man City",3,"H",1,"H","M Oliver",9,5,15,5,1,0,92,57,79,19
"192","E0","23/12/17","Man City",4,"H",1,"H","M Jones",14,5,8,4,0,0,92,68,74,14
"193","E0","9/5/2018","Man City",3,"H",2,"H","P Tierney",19,7,5,4,0,0,90,68,77,9
"194","E0","21/10/17","Man City",3,"H",1,"H","R East",15,10,10,4,2,0,92,38,71,11
"195","E0","4/3/2018","Man City",1,"H",0,"D","M Oliver",13,3,8,5,2,0,91,50,72,6
"196","E0","23/09/17","Man City",5,"H",1,"H","N Swarbrick",25,9,6,8,3,0,82,65,65,12
"197","E0","21/08/17","Man City",1,"D",0,"A","R Madley",19,6,7,7,1,1,88,43,79,14
"198","E0","6/5/2018","Man City",0,"D",0,"D","M Dean",15,2,9,10,0,0,87,39,71,11
"199","E0","10/2/2018","Man City",5,"H",1,"D","M Jones",19,11,10,8,2,0,90,69,66,14
"200","E0","9/9/2017","Man City",5,"H",2,"H","J Moss",13,7,10,8,2,0,87,50,65,11
"201","E0","7/4/2018","Man City",2,"A",2,"H","M Atkinson",20,6,17,8,6,0,91,52,81,23
"202","E0","20/01/18","Man City",3,"H",1,"H","P Tierney",21,9,5,18,0,0,86,59,74,16
"203","E0","29/11/17","Man City",2,"H",0,"D","P Tierney",26,12,12,6,1,0,91,72,79,12
"204","E0","14/10/17","Man City",7,"H",3,"H","C Pawson",20,11,5,5,0,0,93,42,83,14
"205","E0","22/04/18","Man City",5,"H",2,"H","C Pawson",19,12,6,5,0,0,81,33,53,18
"206","E0","16/12/17","Man City",4,"H",1,"H","C Pawson",20,11,13,5,2,0,92,55,77,14
"207","E0","2/1/2018","Man City",3,"H",2,"H","L Mason",17,7,8,9,1,0,88,58,74,16
"208","E0","31/01/18","Man City",3,"H",1,"H","R Madley",19,10,10,9,1,0,88,53,77,22
"209","E0","3/12/2017","Man City",2,"H",0,"A","M Dean",24,8,5,10,2,0,87,50,58,18
"210","E0","29/04/18","Man United",2,"H",1,"H","K Friend",17,3,12,9,0,0,89,42,58,16
"211","E0","13/12/17","Man United",1,"H",1,"H","G Scott",9,2,14,4,1,0,85,45,56,13
"212","E0","25/11/17","Man United",1,"H",0,"D","N Swarbrick",15,4,9,5,0,0,85,50,58,10
"213","E0","26/12/17","Man United",2,"D",0,"A","M Atkinson",23,6,10,12,3,0,84,61,71,11
"214","E0","25/02/18","Man United",2,"H",1,"D","M Atkinson",10,5,13,3,2,0,81,59,44,20
"215","E0","30/09/17","Man United",4,"H",2,"H","M Dean",18,7,6,6,0,0,84,68,59,17
"216","E0","17/09/17","Man United",4,"H",1,"H","A Marriner",16,7,15,4,1,0,85,64,49,14
"217","E0","3/2/2018","Man United",2,"H",0,"D","S Attwell",16,7,5,5,2,0,89,44,74,15
"218","E0","26/08/17","Man United",2,"H",0,"D","M Oliver",22,7,8,9,1,0,87,48,69,9
"219","E0","10/3/2018","Man United",2,"H",2,"H","C Pawson",5,2,10,1,2,0,68,63,32,22
"220","E0","10/12/2017","Man United",1,"A",1,"D","M Oliver",8,5,16,2,4,0,67,39,35,22
"221","E0","18/11/17","Man United",4,"H",2,"H","C Pawson",16,7,10,11,1,0,87,52,65,15
"222","E0","30/12/17","Man United",0,"D",0,"D","C Pawson",15,3,12,10,2,0,85,64,55,14
"223","E0","15/01/18","Man United",3,"H",2,"H","A Taylor",20,9,14,6,2,0,90,39,60,15
"224","E0","31/03/18","Man United",2,"H",2,"H","R Madley",11,5,5,3,0,0,91,73,67,17
"225","E0","28/10/17","Man United",1,"H",0,"D","J Moss",11,3,12,6,1,0,69,55,45,9
"226","E0","13/05/18","Man United",1,"H",1,"H","L Mason",7,1,6,6,4,0,79,46,51,25
"227","E0","15/04/18","Man United",0,"A",0,"D","P Tierney",14,4,8,4,1,0,89,52,70,15
"228","E0","13/08/17","Man United",4,"H",1,"H","M Atkinson",22,6,19,11,2,0,85,64,55,14
"229","E0","15/04/18","Newcastle",2,"H",1,"D","A Taylor",8,4,11,2,1,0,62,51,28,22
"230","E0","4/11/2017","Newcastle",0,"A",0,"D","P Tierney",16,4,11,11,2,0,73,46,48,19
"231","E0","30/12/17","Newcastle",0,"D",0,"D","A Taylor",11,2,11,3,2,0,70,47,45,12
"232","E0","31/01/18","Newcastle",1,"D",0,"D","S Hooper",14,4,15,7,1,0,71,56,53,17
"233","E0","13/05/18","Newcastle",3,"H",1,"H","M Atkinson",16,6,11,4,0,0,77,31,42,19
"234","E0","21/10/17","Newcastle",1,"H",0,"D","S Attwell",7,3,12,3,4,0,80,46,55,16
"235","E0","13/12/17","Newcastle",0,"A",0,"A","M Atkinson",16,4,10,4,1,1,77,48,55,17
"236","E0","31/03/18","Newcastle",1,"H",0,"D","M Atkinson",18,3,9,3,1,0,80,51,63,16
"237","E0","9/12/2017","Newcastle",2,"A",1,"D","N Swarbrick",10,4,10,6,2,0,67,58,38,21
"238","E0","1/10/2017","Newcastle",1,"D",1,"D","C Pawson",8,5,11,1,1,0,65,46,3,14
"239","E0","27/12/17","Newcastle",0,"A",0,"A","A Marriner",6,2,11,3,1,0,57,60,22,14
"240","E0","11/2/2018","Newcastle",1,"H",0,"D","C Pawson",10,3,12,0,0,0,69,56,36,20
"241","E0","10/3/2018","Newcastle",3,"H",2,"H","A Marriner",7,5,10,2,0,0,61,58,37,15
"242","E0","16/09/17","Newcastle",2,"H",1,"H","S Attwell",14,3,13,7,3,0,70,51,42,25
"243","E0","13/01/18","Newcastle",1,"D",0,"D","G Scott",12,4,11,4,0,0,74,36,42,22
"244","E0","13/08/17","Newcastle",0,"A",0,"D","A Marriner",6,3,6,5,1,1,63,52,27,12
"245","E0","25/11/17","Newcastle",0,"A",0,"A","C Kavanagh",12,2,8,6,1,0,79,55,52,12
"246","E0","28/04/18","Newcastle",0,"A",0,"A","D Coote",17,2,8,5,1,0,81,57,64,23
"247","E0","26/08/17","Newcastle",3,"H",1,"H","N Swarbrick",16,8,17,7,1,0,61,61,37,14
"248","E0","10/12/2017","Southampton",1,"D",1,"H","R Madley",6,3,12,4,2,0,78,43,33,14
"249","E0","28/04/18","Southampton",2,"H",1,"D","A Taylor",14,6,12,5,5,0,71,51,40,21
"250","E0","31/01/18","Southampton",1,"D",0,"A","M Dean",18,3,8,7,3,0,82,32,66,12
"251","E0","4/11/2017","Southampton",0,"A",0,"D","L Probert",13,3,4,9,0,0,81,41,63,15
"252","E0","14/04/18","Southampton",2,"A",1,"H","M Dean",10,7,13,4,5,0,73,34,42,14
"253","E0","2/1/2018","Southampton",1,"A",1,"H","S Attwell",10,3,8,4,0,0,79,41,61,26
"254","E0","26/11/17","Southampton",4,"H",1,"D","K Friend",17,5,6,7,0,0,85,52,67,19
"255","E0","23/12/17","Southampton",1,"D",1,"H","L Probert",12,6,16,9,2,0,70,54,53,14
"256","E0","13/12/17","Southampton",1,"A",0,"A","C Kavanagh",12,4,13,9,1,0,81,57,53,19
"257","E0","11/2/2018","Southampton",0,"A",0,"A","M Atkinson",6,4,5,3,1,0,78,51,52,15
"258","E0","13/05/18","Southampton",0,"A",0,"D","A Marriner",8,3,8,1,3,0,66,49,30,24
"259","E0","23/09/17","Southampton",0,"A",0,"A","C Pawson",14,4,12,8,1,0,83,25,61,18
"260","E0","15/10/17","Southampton",2,"D",0,"A","K Friend",12,2,11,3,1,0,85,61,62,11
"261","E0","3/3/2018","Southampton",0,"D",0,"D","A Taylor",18,6,8,15,0,0,78,36,65,18
"262","E0","12/8/2017","Southampton",0,"D",0,"D","M Jones",29,2,10,13,2,0,83,49,60,12
"263","E0","21/01/18","Southampton",1,"D",1,"D","K Friend",10,4,8,2,2,0,68,38,41,21
"264","E0","9/9/2017","Southampton",0,"A",0,"A","L Probert",9,1,8,7,0,0,72,45,53,19
"265","E0","21/10/17","Southampton",1,"H",0,"D","G Scott",20,6,10,8,0,0,84,49,66,21
"266","E0","19/08/17","Southampton",3,"H",2,"H","L Mason",14,5,18,7,1,0,86,39,66,10
"267","E0","19/08/17","Stoke",1,"H",0,"D","A Marriner",11,4,6,2,0,0,63,67,23,19
"268","E0","21/10/17","Stoke",1,"A",0,"A","L Probert",10,2,17,8,0,0,70,54,52,11
"269","E0","10/2/2018","Stoke",1,"D",0,"A","R Madley",15,3,6,7,0,0,76,44,57,9
"270","E0","22/04/18","Stoke",1,"D",1,"H","M Dean",8,3,15,3,2,0,57,49,43,18
"271","E0","23/09/17","Stoke",0,"A",0,"A","M Dean",13,2,5,5,2,0,77,39,44,18
"272","E0","5/5/2018","Stoke",1,"A",1,"H","M Atkinson",7,2,18,1,5,0,64,52,41,18
"273","E0","17/03/18","Stoke",1,"A",0,"D","M Atkinson",9,4,13,1,1,1,73,68,43,19
"274","E0","20/01/18","Stoke",2,"H",0,"D","M Oliver",11,6,18,3,1,0,60,64,48,22
"275","E0","4/11/2017","Stoke",2,"D",1,"D","R Madley",11,7,12,4,0,0,74,51,47,15
"276","E0","29/11/17","Stoke",0,"A",0,"A","M Atkinson",10,1,8,5,1,0,69,58,40,16
"277","E0","12/3/2018","Stoke",0,"A",0,"A","J Moss",3,0,6,3,1,0,66,45,23,19
"278","E0","9/9/2017","Stoke",2,"D",1,"D","N Swarbrick",10,5,10,5,0,0,75,45,37,19
"279","E0","1/1/2018","Stoke",0,"A",0,"D","C Kavanagh",11,4,10,10,3,0,76,52,59,14
"280","E0","30/09/17","Stoke",2,"H",1,"H","M Jones",17,6,11,5,1,0,64,58,29,14
"281","E0","2/12/2017","Stoke",2,"H",2,"H","C Pawson",10,3,12,2,2,0,77,57,44,13
"282","E0","7/4/2018","Stoke",1,"A",0,"D","G Scott",10,4,19,6,4,0,60,37,33,24
"283","E0","31/01/18","Stoke",0,"D",0,"D","J Moss",11,4,12,2,4,0,57,52,48,10
"284","E0","23/12/17","Stoke",3,"H",2,"H","N Swarbrick",9,5,9,1,1,0,72,58,44,27
"285","E0","16/12/17","Stoke",0,"A",0,"A","G Scott",17,0,12,7,2,0,76,57,55,25
"286","E0","30/01/18","Swansea",3,"H",1,"D","L Mason",12,4,4,4,0,0,73,44,26,13
"287","E0","25/11/17","Swansea",0,"D",0,"D","S Attwell",10,1,18,4,4,0,77,51,48,17
"288","E0","4/11/2017","Swansea",0,"A",0,"A","M Dean",12,2,13,8,2,0,81,56,56,12
"289","E0","10/2/2018","Swansea",1,"H",0,"D","A Marriner",12,4,10,5,2,0,79,49,57,12
"290","E0","28/04/18","Swansea",0,"A",0,"A","J Moss",10,3,13,1,1,0,87,30,51,20
"291","E0","23/12/17","Swansea",1,"D",0,"D","C Pawson",7,2,13,6,2,0,85,38,64,18
"292","E0","14/04/18","Swansea",1,"D",0,"A","L Mason",17,7,10,6,1,0,74,46,51,25
"293","E0","14/10/17","Swansea",2,"H",1,"H","P Tierney",7,3,12,5,1,0,77,61,40,15
"294","E0","21/10/17","Swansea",1,"A",0,"A","M Oliver",19,4,6,7,0,0,81,47,56,17
"295","E0","22/01/18","Swansea",1,"H",1,"H","N Swarbrick",3,2,5,3,0,0,68,49,28,15
"296","E0","13/12/17","Swansea",0,"A",0,"A","A Taylor",7,3,12,2,0,0,66,48,21,12
"297","E0","19/08/17","Swansea",0,"A",0,"A","J Moss",6,1,12,3,1,0,77,63,41,21
"298","E0","10/9/2017","Swansea",0,"A",0,"D","M Jones",10,4,11,7,2,0,81,57,62,14
"299","E0","8/5/2018","Swansea",0,"A",0,"D","M Oliver",11,3,7,7,2,0,72,44,53,11
"300","E0","13/05/18","Swansea",1,"A",1,"A","A Taylor",26,11,12,6,1,0,87,33,58,16
"301","E0","2/1/2018","Swansea",0,"A",0,"A","R Madley",8,1,12,6,2,0,73,39,32,18
"302","E0","23/09/17","Swansea",1,"A",0,"A","L Mason",10,3,9,5,1,0,74,44,51,21
"303","E0","9/12/2017","Swansea",1,"H",0,"D","M Dean",18,3,8,6,2,0,79,43,54,20
"304","E0","3/3/2018","Swansea",4,"H",2,"H","M Atkinson",9,8,9,4,0,0,74,62,45,18
"305","E0","10/2/2018","Tottenham",1,"H",0,"D","A Taylor",18,6,13,10,2,0,83,55,50,14
"306","E0","14/10/17","Tottenham",1,"H",0,"D","R Madley",18,6,9,9,1,0,89,54,73,19
"307","E0","13/12/17","Tottenham",2,"H",1,"H","R Madley",25,8,5,10,1,0,89,50,75,15
"308","E0","27/08/17","Tottenham",1,"D",0,"D","L Mason",28,5,9,10,0,0,86,67,36,9
"309","E0","20/08/17","Tottenham",1,"A",0,"A","A Taylor",18,6,14,14,3,0,85,43,68,14
"310","E0","5/11/2017","Tottenham",1,"H",0,"D","K Friend",12,2,6,10,0,0,84,53,69,20
"311","E0","13/01/18","Tottenham",4,"H",1,"H","C Pawson",20,10,11,3,0,0,84,58,62,18
"312","E0","3/3/2018","Tottenham",2,"H",1,"H","K Friend",15,7,6,8,1,0,82,40,64,20
"313","E0","13/05/18","Tottenham",5,"H",1,"A","C Pawson",14,6,9,4,1,0,75,56,36,22
"314","E0","22/10/17","Tottenham",4,"H",3,"H","A Marriner",14,6,2,3,0,0,79,39,48,22
"315","E0","14/04/18","Tottenham",1,"A",1,"A","J Moss",8,3,11,5,3,0,82,42,53,26
"316","E0","31/01/18","Tottenham",2,"H",2,"H","A Marriner",22,6,10,6,2,0,83,43,63,12
"317","E0","9/5/2018","Tottenham",1,"H",0,"D","N Swarbrick",11,7,10,6,2,0,83,63,57,12
"318","E0","26/12/17","Tottenham",5,"H",2,"H","G Scott",16,7,8,3,0,0,88,47,71,18
"319","E0","9/12/2017","Tottenham",5,"H",1,"H","R East",20,11,12,12,1,0,89,57,75,14
"320","E0","16/09/17","Tottenham",0,"D",0,"D","M Dean",26,8,11,11,1,0,86,54,62,19
"321","E0","30/04/18","Tottenham",2,"H",1,"H","M Oliver",13,3,11,4,1,0,87,44,73,15
"322","E0","25/11/17","Tottenham",1,"D",0,"A","M Jones",24,5,10,8,1,0,83,53,71,19
"323","E0","4/1/2018","Tottenham",1,"D",0,"D","M Dean",31,8,10,7,0,0,87,45,75,10
"324","E0","14/10/17","Watford",2,"H",0,"A","N Swarbrick",11,2,8,2,1,0,78,42,46,15
"325","E0","31/03/18","Watford",2,"D",1,"D","A Marriner",16,5,16,7,4,0,75,42,50,18
"326","E0","26/08/17","Watford",0,"D",0,"D","G Scott",8,0,7,3,0,1,72,50,42,10
"327","E0","7/4/2018","Watford",1,"A",0,"D","P Tierney",14,5,18,11,2,0,73,49,61,9
"328","E0","5/2/2018","Watford",4,"H",1,"H","M Dean",21,8,11,6,2,0,79,56,45,19
"329","E0","21/04/18","Watford",0,"D",0,"D","C Kavanagh",14,4,17,4,3,0,70,57,52,25
"330","E0","24/02/18","Watford",1,"H",0,"D","A Taylor",13,5,10,6,3,0,74,75,54,19
"331","E0","16/12/17","Watford",1,"A",0,"A","M Oliver",13,3,12,8,2,1,79,47,59,18
"332","E0","26/12/17","Watford",2,"H",1,"D","C Kavanagh",11,1,7,8,3,0,65,42,50,20
"333","E0","12/8/2017","Watford",3,"D",2,"H","A Taylor",9,4,14,3,0,0,71,41,40,20
"334","E0","16/09/17","Watford",0,"A",0,"A","A Taylor",7,1,8,3,2,0,75,46,33,7
"335","E0","28/11/17","Watford",2,"A",0,"A","J Moss",12,3,12,5,2,0,83,50,59,16
"336","E0","5/5/2018","Watford",2,"H",2,"H","R East",11,8,9,2,2,0,74,40,39,14
"337","E0","13/01/18","Watford",2,"D",0,"A","R East",16,4,11,5,0,0,75,53,56,14
"338","E0","28/10/17","Watford",0,"A",0,"A","M Oliver",13,0,10,8,4,0,81,41,70,11
"339","E0","30/12/17","Watford",1,"A",1,"H","M Atkinson",9,4,14,1,4,0,81,64,51,21
"340","E0","2/12/2017","Watford",1,"D",1,"D","M Atkinson",6,2,16,7,4,0,78,56,51,20
"341","E0","3/3/2018","Watford",1,"H",0,"D","P Tierney",15,4,11,4,2,0,70,40,53,12
"342","E0","19/11/17","Watford",2,"H",1,"H","A Marriner",17,7,13,3,1,0,84,49,59,13
"343","E0","31/12/17","West Brom",1,"D",0,"D","M Dean",14,3,14,5,3,0,75,60,35,14
"344","E0","12/8/2017","West Brom",1,"H",1,"H","R Madley",16,6,15,8,3,0,64,40,29,19
"345","E0","13/01/18","West Brom",2,"H",1,"H","M Atkinson",15,4,8,9,0,0,68,54,44,9
"346","E0","31/03/18","West Brom",1,"A",0,"A","L Probert",8,3,12,1,1,0,72,54,47,20
"347","E0","18/11/17","West Brom",0,"A",0,"A","J Moss",7,2,13,3,2,0,80,59,39,18
"348","E0","2/12/2017","West Brom",0,"D",0,"D","M Oliver",20,6,11,3,3,0,73,47,51,15
"349","E0","26/12/17","West Brom",0,"D",0,"D","R East",17,3,14,10,2,0,71,59,53,13
"350","E0","24/02/18","West Brom",1,"A",0,"D","J Moss",10,3,11,6,1,0,68,47,53,13
"351","E0","10/3/2018","West Brom",1,"A",1,"D","R Madley",6,2,6,7,1,0,73,37,44,17
"352","E0","21/04/18","West Brom",2,"D",0,"A","S Attwell",13,6,12,7,0,0,70,55,38,15
"353","E0","28/10/17","West Brom",2,"A",1,"A","M Jones",6,4,10,1,2,0,58,41,22,21
"354","E0","17/12/17","West Brom",1,"A",0,"A","A Taylor",12,5,14,6,1,0,78,41,43,15
"355","E0","28/11/17","West Brom",2,"D",1,"H","L Probert",8,4,13,1,0,0,75,50,48,22
"356","E0","3/2/2018","West Brom",2,"A",1,"A","M Oliver",9,3,12,5,2,0,66,53,39,11
"357","E0","27/08/17","West Brom",1,"D",0,"D","A Taylor",10,2,10,10,2,0,75,31,43,17
"358","E0","7/4/2018","West Brom",1,"D",0,"D","R East",15,3,15,5,3,0,83,45,52,13
"359","E0","5/5/2018","West Brom",1,"H",0,"D","M Jones",9,1,13,5,4,0,59,53,26,16
"360","E0","30/09/17","West Brom",2,"D",2,"H","M Oliver",9,4,12,7,3,0,69,53,35,25
"361","E0","16/09/17","West Brom",0,"D",0,"D","P Tierney",6,1,15,2,2,0,72,29,37,7
"362","E0","13/12/17","West Ham",0,"D",0,"D","J Moss",6,0,9,1,1,0,70,51,30,11
"363","E0","20/01/18","West Ham",1,"D",0,"D","M Atkinson",12,4,8,6,3,0,72,54,48,13
"364","E0","20/10/17","West Ham",0,"A",0,"A","M Atkinson",16,2,5,10,1,0,84,40,65,15
"365","E0","10/3/2018","West Ham",0,"A",0,"D","L Mason",13,4,13,5,2,0,79,48,52,14
"366","E0","9/12/2017","West Ham",1,"H",1,"H","A Taylor",5,2,10,4,6,0,72,44,31,22
"367","E0","30/01/18","West Ham",1,"D",1,"D","N Swarbrick",8,3,11,5,1,0,69,48,40,25
"368","E0","13/05/18","West Ham",3,"H",1,"H","G Scott",15,4,10,6,0,0,83,61,57,11
"369","E0","11/9/2017","West Ham",2,"H",0,"D","K Friend",19,3,11,10,1,0,69,57,43,21
"370","E0","24/11/17","West Ham",1,"D",1,"D","M Atkinson",8,4,9,5,1,0,79,55,49,19
"371","E0","4/11/2017","West Ham",1,"A",0,"A","N Swarbrick",6,1,9,2,3,0,75,53,48,10
"372","E0","29/04/18","West Ham",1,"A",1,"A","N Swarbrick",4,1,5,0,0,0,71,29,25,23
"373","E0","10/5/2018","West Ham",0,"D",0,"D","J Moss",9,2,12,1,1,0,82,33,44,15
"374","E0","23/12/17","West Ham",2,"A",1,"D","L Mason",19,6,9,6,1,0,77,54,64,16
"375","E0","31/03/18","West Ham",3,"H",3,"H","J Moss",13,5,9,5,0,0,69,56,48,19
"376","E0","16/04/18","West Ham",1,"D",0,"D","M Oliver",18,6,15,10,2,0,80,44,63,9
"377","E0","30/09/17","West Ham",1,"H",0,"D","R East",9,4,15,2,3,0,76,56,43,22
"378","E0","23/09/17","West Ham",2,"A",0,"A","M Oliver",10,4,10,4,4,0,70,42,49,19
"379","E0","10/2/2018","West Ham",2,"H",1,"H","G Scott",8,4,11,8,1,0,60,49,36,21
"380","E0","2/1/2018","West Ham",2,"H",0,"A","M Jones",13,5,12,3,3,0,83,60,53,15
